ID,age,avg_distance,n_purchase,discount_purchase,n_reward,n_first_class,n_second_class,n_third_class,n_fourth_class,avg_npassengers,avg_price,sdt_dev_price,sdt_dev_distance,since_last_purchase,n_sent_reminder,n_open_reminder,n_click_reminder,n_sent_upgrade,n_open_upgrade,n_click_upgrade,n_sent_discount,n_open_discount,n_click_discount,n_sessions,n_bounces,n_hits,total_session_duration,total_revenue,conversions,n_search,n_path,price,days_2_trip,is_second_class,distance,upgrade_price,success
1,21.2165504262165,391.84,5,1,0,0,4,0,0,1,31.5,6.6932802122726,158.894313932249,37.6860648148148,0,0,0,0,0,0,7,0,0,12,2,358,2391,315,8,6,4,26.9,2,TRUE,565.9,8,FALSE
2,27.4110709741618,331.314285714286,7,2,0,0,4,0,0,1.57142857142857,25.1857142857143,4.75093975666168,137.586087336516,33.6216319444444,0,0,0,0,0,0,5,0,0,6,1,98,1226.98,109.6,1,7,3,14.9,2,TRUE,478.4,8,FALSE
3,65.2165504262166,786.9,4,1,0,0,1,0,0,2,29.9,0,0,25.6053240740741,0,0,0,0,0,0,4,4,1,24,8,316,5007.4,478.4,4,4,1,29.9,3,TRUE,786.9,8,TRUE
4,52.6549065906001,508.4,3,1,0,0,3,0,0,1,49.9,32.1869538788622,0,35.5190972222222,0,0,0,0,0,0,0,0,0,1,0,9,18.99,0,0,1,1,39.9,3,TRUE,508.4,8,TRUE
5,30.6960024810111,450.933333333333,6,4,0,1,4,0,0,1,23.4833333333333,3.23135678418009,178.105594147592,9.75525462962963,0,0,0,0,0,0,1,1,0,18,9,199,1157.26,140.9,5,11,4,26.9,2,TRUE,565.9,8,FALSE
6,22.6521668645727,301.188888888889,18,1,1,0,6,0,0,3.22222222222222,26.2333333333333,19.5748938844693,96.3028121810932,17.3070601851852,0,0,0,0,0,0,1,0,0,12,0,590,12291.2,944.4,12,4,2,19.9,3,TRUE,268.1,4,FALSE
7,24.8823038508741,289.945454545455,22,3,1,2,10,0,0,2.45454545454545,19.8090909090909,8.95310050530031,70.7070598433304,2.52287037037037,0,0,0,0,0,0,4,1,0,6,0,60,107.1,0,0,1,1,11.9,3,TRUE,268.1,4,FALSE
8,36.764495631696,338.933333333333,15,3,0,1,2,0,0,5,24.1666666666667,6.42613710523189,124.066380082062,78.1483101851852,0,0,0,0,0,0,7,4,0,30,0,1880,53703.15,1812.5,15,10,3,23.9,3,TRUE,508.4,8,FALSE
9,33.4466874125179,553.766666666667,12,2,1,0,5,0,0,1.66666666666667,25.15,7.92148975887743,204.187174974929,26.2597800925926,0,0,0,0,0,0,0,0,0,220,16,3260,28399.48,1167.6,20,43,7,26.9,2,TRUE,565.9,8,FALSE
10,28.3398380974494,446.225,8,3,0,1,6,0,0,1,29.45,15.6485508229083,91.0046427387087,0.652476851851852,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14.9,2,TRUE,478.4,8,FALSE
11,48.3480572755316,410.057142857143,7,1,0,2,5,0,0,1,34.3285714285714,9.07114735222145,117.189687503393,3.80020833333333,0,0,0,0,0,0,1,0,0,3,1,17,27.45,0,0,0,0,29.9,3,TRUE,478.4,8,FALSE
12,38.1014819330659,569.9,4,1,0,0,1,0,0,2,16.7,0,0,50.6879513888889,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16.7,3,TRUE,569.9,8,FALSE
13,43.7809339878604,565.9,3,0,0,0,2,0,0,1,51.5666666666667,2.88675134594813,0,55.7666666666667,0,0,0,0,0,0,1,0,0,25,0,366,1158.95,598.8,7,4,2,54.9,3,TRUE,565.9,8,FALSE
14,25.3453175495042,757.433333333333,15,7,0,1,7,1,0,1.66666666666667,39.3,10.8811764069884,77.7623363356642,2.67134259259259,0,0,0,0,0,0,3,0,0,28,4,542,4280.6,345,6,8,3,29.9,3,TRUE,786.9,8,FALSE
15,37.6932627549837,565.9,15,7,2,0,9,2,0,1,36.8066666666667,12.2261117909092,0,13.6972916666667,0,0,0,0,0,0,1,0,0,4,0,619,224978.62,169.6,3,33,8,28.7,3,TRUE,565.9,8,FALSE
16,34.8987422070385,786.9,5,2,0,0,4,0,0,1,61.3,14.0107101889947,0,9.5559375,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,75.9,3,TRUE,786.9,8,FALSE
17,62.5617559056686,508.54,30,12,1,7,11,1,0,1.13333333333333,42.7933333333333,21.1056608411163,125.022043849378,13.6763888888889,0,0,0,0,0,0,1,0,0,14,0,960,32999.92,434.6,10,12,7,26.9,3,TRUE,565.9,8,FALSE
18,31.5453175495042,692.5,5,1,0,0,5,0,0,1,40.54,9.6565004012841,0,37.7582060185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,3,TRUE,692.5,8,FALSE
19,28.9398380974494,688.1,2,2,0,0,2,0,0,1,20.9,0,0,48.7205555555556,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,20.9,3,TRUE,688.1,8,FALSE
20,26.0439476864905,210.944444444444,9,3,0,0,4,0,0,1.44444444444444,15.3888888888889,4.86655022691754,67.7781511829423,15.5429861111111,0,0,0,0,0,0,10,0,0,7,2,80,320.49,0,0,7,2,11.9,2,TRUE,268.1,4,FALSE
21,24.3343586453946,491.45,4,2,0,0,4,0,0,1,35.9,20.1163283594861,148.9,29.9370949074074,0,0,0,0,0,0,5,0,0,6,0,73,531.59,54.9,1,0,0,26.9,2,TRUE,565.9,8,FALSE
22,30.5754545358056,565.9,2,1,0,0,1,0,0,1,26.9,0,0,29.7972453703704,0,0,0,0,0,0,0,0,0,18,12,56,24.3,0,0,0,0,26.9,3,TRUE,565.9,8,FALSE
23,21.4576463166275,729.675,4,2,0,0,4,0,0,1,31.525,16.3980435824928,393.45,44.6394444444445,1,0,0,0,0,0,7,0,0,3,1,53,56.82,0,0,3,1,37.4,3,TRUE,926.4,8,FALSE
24,36.0220298782714,565.9,10,2,1,2,2,0,0,1.8,42.7,18.2501141548941,0,44.6952314814815,0,0,0,0,0,0,0,0,0,20,4,496,2111.64,1628.4,12,3,3,26.9,3,TRUE,565.9,8,TRUE
25,24.5179202892302,479.808888888889,9,6,0,0,7,0,0,1,27.4555555555556,7.05533682950558,33.904886979772,21.7772800925926,1,0,0,0,0,0,5,2,0,1,0,46,321.54,0,0,3,1,23.9,3,TRUE,508.4,8,FALSE
26,19.8932627549837,565.9,2,2,0,1,1,0,0,1,37.9,15.556349186104,0,25.6628240740741,2,2,0,0,0,0,1,1,0,41,9,495,4140.79,53.8,2,32,8,26.9,3,TRUE,565.9,8,FALSE
27,31.8302490563535,767.733333333333,3,1,0,0,2,0,0,1,48.1666666666667,18.6604751636536,33.1976404784035,8.23895833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,3,TRUE,786.9,8,FALSE
28,24.578194261833,464.2,5,0,0,1,3,0,1,1,38.3,7.43639697703128,0,9.34159722222223,0,0,0,0,0,0,5,5,2,7,4,255,1722.36,0,0,5,2,36.9,3,TRUE,464.2,8,FALSE
29,30.5069613851207,464.2,4,1,0,0,1,0,0,2,14.3,0,0,48.4963657407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,3,TRUE,464.2,8,FALSE
30,20.6110709741618,537.016666666667,6,3,0,0,4,0,0,1,29.5666666666667,4.13118223595458,44.745867593183,33.4416898148148,0,0,0,0,0,0,2,2,2,2,0,32,85.28,0,0,4,2,26.9,3,TRUE,565.9,8,FALSE
31,30.1343586453946,410.92,5,2,0,1,4,0,0,1,18.72,5.79327195978231,154.796001240342,34.6999537037037,0,0,0,0,0,0,5,5,2,68,7,900,10967.38,75.7,4,76,26,17.9,2,TRUE,569.9,8,FALSE
32,47.1809339878604,530.425,28,14,0,2,16,0,0,1,45.2142857142857,16.4366734105242,58.1056676332964,9.47675925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,3,TRUE,471.5,8,FALSE
33,31.9425778234768,603.635294117647,17,4,0,0,4,0,0,1,50.7882352941176,22.5074954835312,98.3723979400248,11.5415162037037,0,0,0,1,0,0,2,0,0,13,3,216,492.91,301.7,4,2,1,27.9,3,TRUE,569.9,8,FALSE
